x0,x1,x2,y
0.23604696462446617,0.18630064309333594,0.8675772423033284,1
0.21713335321315178,0.10448831896056059,0.8726656879070841,1
0.18845846758682494,0.16330950571011513,0.8828580739308065,1
0.07090485960619475,0.20658727650792633,0.8295617691224928,1
0.27608823584905495,0.07679044508906369,0.8693725582306269,1
0.1914121327231858,0.21017784068357345,0.9387673951759818,1
0.14478549775777916,0.21488860840160076,0.7843304815166595,1
0.060017943071602534,0.11346681978327877,0.7701712160589609,1
0.07339126720747716,0.0953961093893848,0.9137139816887765,1
0.16897551419748655,0.07889063528916827,0.8961987931250891,1
0.16279842891427782,0.08130933898321878,0.9384708210534202,1
0.10797622397451861,0.21283028680989757,0.908115651751646,1
0.05736302612409504,0.22172476185215,0.7884335630712496,1
0.08887000804385482,0.05683535928309147,0.8791994242097155,1
0.20760391143902177,0.10849276168968076,0.9387018717987927,1
0.22368273441522396,0.1972602135035148,0.9701327260275989,1
0.28960446766609305,0.18934609365138488,0.8119052008177781,1
0.07326063994225802,0.13596472394581519,0.8908848373450146,1
0.11967811761044754,0.19694087593882897,0.8444176801266025,1
0.19900086199105144,0.12346715837870317,0.8937460827471371,1
0.23410536904990956,0.19864760080076826,0.7760063707750368,1
0.23779589920658084,0.06261130448637782,0.782074180854849,1
0.22724736018637579,0.03579052515431584,0.8718842698414118,1
0.21588577906891065,0.27119123769194264,0.8332551661587809,1
0.13350012639046005,0.23243457111235288,0.7381034155916152,1
0.23137306758454224,0.24435960748630076,0.9278346522931473,1
0.1227195046605002,0.2329853771306391,0.7709795028282367,1
0.2661706867769068,0.19336276331110702,0.8099843938663341,1
0.17125922675710775,0.24504529947819567,0.8864092910683788,1
0.12207882104203127,0.1688789655496296,0.8206166886048826,1
0.21612664466041406,0.21471486769925982,0.8247806730994801,1
0.12938965438971933,0.18964395761659789,0.8788694101206606,1
0.09118044351559448,0.19153970465836817,0.8501175901885302,1
0.1577515340213101,0.1288269383010026,0.8648485189501132,1
0.22075972746273914,0.1891129635639781,0.9487437958880296,1
0.1396528060061514,0.1876408451971828,0.9087744429262621,1
0.1806855621441929,0.030196023360238633,0.9045866674939782,1
0.12447696212222137,0.07287887190540021,0.9292394800180571,1
0.27118278737283524,0.09150649272590763,0.7908620524943096,1
0.16251143193051382,0.12880895062859848,0.788749600681863,1
0.28097367619017855,0.11702558257410867,0.7983962852415074,1
0.24839994964149148,0.19398313497055472,0.763661158427952,1
0.1271288444971352,0.04562726252787497,0.9465727899843936,1
0.059903715637558086,0.14166112952465804,0.8031928607161022,1
0.1331344955271329,0.24930330253777694,0.8190281266565466,1
0.1512440664427814,0.11806873884675753,0.8460562818358361,1
0.23534433153899253,0.1967076404699378,0.8954978920082117,1
0.10632915736120427,0.1177294400929542,0.9491997996389013,1
0.1586703959609917,0.2414890438657591,0.7415456711134237,1
0.08691317859160286,0.19366392837724908,0.7293737248390474,1
0.2666764884794716,0.1670340811929725,0.7618619956046793,1
0.1808347960788405,0.2149300089496725,0.8288234003051985,1
0.1088652574146497,0.18252118216875127,0.8575852650786088,1
0.169982467843954,0.02923648286520429,0.8601459523167005,1
0.08189019720592648,0.13847430885538034,0.8983873389553366,1
